,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
83280,2008,1,28,1,842.0,825,1039.0,1035,WN,1379,N655WN,117.0,130.0,95.0,4.0,17.0,SEA,SJC,697,3.0,19.0,0,N,0,,,,,
83284,2008,1,28,1,1923.0,1910,2213.0,2200,WN,3494,N600WN,110.0,110.0,92.0,13.0,13.0,SEA,SLC,689,7.0,11.0,0,N,0,,,,,
83285,2008,1,28,1,1356.0,1250,1649.0,1545,WN,3953,N308SA,113.0,115.0,96.0,64.0,66.0,SEA,SLC,689,7.0,10.0,0,N,0,0.0,0.0,54.0,0.0,10.0
83286,2008,1,28,1,2143.0,2110,2316.0,2255,WN,124,N235WN,93.0,105.0,76.0,21.0,33.0,SEA,SMF,605,6.0,11.0,0,N,0,1.0,0.0,0.0,0.0,20.0
83287,2008,1,28,1,1608.0,1510,1735.0,1655,WN,717,N479WN,87.0,105.0,73.0,40.0,58.0,SEA,SMF,605,4.0,10.0,0,N,0,0.0,4.0,0.0,0.0,36.0
83289,2008,1,28,1,1313.0,1110,1449.0,1255,WN,1689,N720WN,96.0,105.0,72.0,114.0,123.0,SEA,SMF,605,4.0,20.0,0,N,0,0.0,0.0,0.0,0.0,114.0
83291,2008,1,28,1,1642.0,1605,1807.0,1730,WN,367,N355SW,85.0,85.0,65.0,37.0,37.0,SFO,LAS,414,8.0,12.0,0,N,0,0.0,0.0,0.0,0.0,37.0
83294,2008,1,28,1,1541.0,1425,1721.0,1550,WN,2175,N467WN,100.0,85.0,62.0,91.0,76.0,SFO,LAS,414,14.0,24.0,0,N,0,0.0,55.0,15.0,0.0,21.0
83302,2008,1,28,1,2008.0,1915,2122.0,2045,WN,688,N673AA,74.0,90.0,55.0,37.0,53.0,SFO,LAX,337,6.0,13.0,0,N,0,0.0,0.0,0.0,0.0,37.0
83308,2008,1,28,1,1228.0,1155,1816.0,1755,WN,1471,N398SW,228.0,240.0,213.0,21.0,33.0,SFO,MDW,1855,4.0,11.0,0,N,0,1.0,0.0,0.0,0.0,20.0
83311,2008,1,28,1,1637.0,1625,1755.0,1750,WN,1568,N289CT,78.0,85.0,63.0,5.0,12.0,SFO,SAN,447,4.0,11.0,0,N,0,,,,,
83312,2008,1,28,1,1333.0,1315,1449.0,1440,WN,1644,N395SW,76.0,85.0,64.0,9.0,18.0,SFO,SAN,447,2.0,10.0,0,N,0,,,,,
83313,2008,1,28,1,1444.0,1430,1601.0,1555,WN,1681,N349SW,77.0,85.0,68.0,6.0,14.0,SFO,SAN,447,1.0,8.0,0,N,0,,,,,
83318,2008,1,28,1,2104.0,2050,2158.0,2150,WN,386,N790SW,54.0,60.0,45.0,8.0,14.0,SJC,BUR,296,2.0,7.0,0,N,0,,,,,
83320,2008,1,28,1,1015.0,950,1109.0,1050,WN,1352,N628SW,54.0,60.0,43.0,19.0,25.0,SJC,BUR,296,2.0,9.0,0,N,0,0.0,0.0,0.0,0.0,19.0
83322,2008,1,28,1,1331.0,1315,1424.0,1415,WN,3077,N475WN,53.0,60.0,43.0,9.0,16.0,SJC,BUR,296,3.0,7.0,0,N,0,,,,,
83324,2008,1,28,1,714.0,655,808.0,755,WN,3340,N786SW,54.0,60.0,44.0,13.0,19.0,SJC,BUR,296,1.0,9.0,0,N,0,,,,,
83327,2008,1,28,1,2150.0,2135,2300.0,2255,WN,529,N418WN,70.0,80.0,57.0,5.0,15.0,SJC,LAS,386,5.0,8.0,0,N,0,,,,,
83328,2008,1,28,1,1711.0,1655,1831.0,1815,WN,1152,N488WN,80.0,80.0,64.0,16.0,16.0,SJC,LAS,386,7.0,9.0,0,N,0,0.0,0.0,0.0,0.0,16.0
83329,2008,1,28,1,1112.0,1100,1246.0,1220,WN,1379,N655WN,94.0,80.0,76.0,26.0,12.0,SJC,LAS,386,7.0,11.0,0,N,0,8.0,0.0,14.0,0.0,4.0
83330,2008,1,28,1,938.0,925,1109.0,1045,WN,1422,N756SA,91.0,80.0,74.0,24.0,13.0,SJC,LAS,386,4.0,13.0,0,N,0,3.0,0.0,11.0,0.0,10.0
83331,2008,1,28,1,1906.0,1835,2024.0,1955,WN,2539,N777QC,78.0,80.0,63.0,29.0,31.0,SJC,LAS,386,4.0,11.0,0,N,0,0.0,0.0,0.0,0.0,29.0
83334,2008,1,28,1,1540.0,1500,1737.0,1620,WN,3683,N739GB,117.0,80.0,60.0,77.0,40.0,SJC,LAS,386,24.0,33.0,0,N,0,0.0,0.0,76.0,0.0,1.0
83335,2008,1,28,1,1311.0,1240,1444.0,1400,WN,3748,N660SW,93.0,80.0,63.0,44.0,31.0,SJC,LAS,386,19.0,11.0,0,N,0,8.0,0.0,13.0,0.0,23.0
83337,2008,1,28,1,1307.0,1235,1435.0,1345,WN,615,N202WN,88.0,70.0,52.0,50.0,32.0,SJC,LAX,308,16.0,20.0,0,N,0,1.0,0.0,18.0,0.0,31.0
83338,2008,1,28,1,755.0,740,914.0,850,WN,635,N224WN,79.0,70.0,51.0,24.0,15.0,SJC,LAX,308,6.0,22.0,0,N,0,4.0,0.0,9.0,0.0,11.0
83340,2008,1,28,1,1952.0,1940,2056.0,2050,WN,965,N659SW,64.0,70.0,47.0,6.0,12.0,SJC,LAX,308,8.0,9.0,0,N,0,,,,,
83341,2008,1,28,1,1535.0,1440,1646.0,1550,WN,1320,N655WN,71.0,70.0,48.0,56.0,55.0,SJC,LAX,308,4.0,19.0,0,N,0,0.0,0.0,1.0,0.0,55.0
83347,2008,1,28,1,2129.0,2100,2240.0,2210,WN,2561,N368SW,71.0,70.0,49.0,30.0,29.0,SJC,LAX,308,7.0,15.0,0,N,0,24.0,0.0,1.0,0.0,5.0
83348,2008,1,28,1,1342.0,1325,1440.0,1435,WN,2791,N342SW,58.0,70.0,45.0,5.0,17.0,SJC,LAX,308,4.0,9.0,0,N,0,,,,,
83351,2008,1,28,1,1326.0,1305,1939.0,1910,WN,2360,N735SA,253.0,245.0,240.0,29.0,21.0,SJC,MDW,1838,5.0,8.0,0,N,0,0.0,0.0,8.0,0.0,21.0
83353,2008,1,28,1,1823.0,1745,1923.0,1855,WN,212,N790SW,60.0,70.0,49.0,28.0,38.0,SJC,ONT,333,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,28.0
83355,2008,1,28,1,1224.0,1210,1323.0,1320,WN,699,N252WN,59.0,70.0,49.0,3.0,14.0,SJC,ONT,333,3.0,7.0,0,N,0,,,,,
83356,2008,1,28,1,2006.0,1945,2110.0,2055,WN,1546,N624SW,64.0,70.0,51.0,15.0,21.0,SJC,ONT,333,4.0,9.0,0,N,0,0.0,0.0,0.0,0.0,15.0
83359,2008,1,28,1,1105.0,1030,1206.0,1140,WN,3394,N677AA,61.0,70.0,51.0,26.0,35.0,SJC,ONT,333,4.0,6.0,0,N,0,4.0,0.0,0.0,0.0,22.0
83367,2008,1,28,1,901.0,850,1149.0,1135,WN,1467,N349SW,108.0,105.0,84.0,14.0,11.0,SJC,PHX,621,10.0,14.0,0,N,0,,,,,
83369,2008,1,28,1,2133.0,2125,13.0,10,WN,2022,N773SA,100.0,105.0,87.0,3.0,8.0,SJC,PHX,621,4.0,9.0,0,N,0,,,,,
83370,2008,1,28,1,1155.0,1140,1434.0,1425,WN,2558,N206WN,99.0,105.0,83.0,9.0,15.0,SJC,PHX,621,7.0,9.0,0,N,0,,,,,
83371,2008,1,28,1,910.0,900,958.0,955,WN,142,N472WN,48.0,55.0,39.0,3.0,10.0,SJC,RNO,188,2.0,7.0,0,N,0,,,,,
83374,2008,1,28,1,1148.0,1105,1236.0,1200,WN,2374,N619SW,48.0,55.0,38.0,36.0,43.0,SJC,RNO,188,3.0,7.0,0,N,0,3.0,0.0,0.0,0.0,33.0
83379,2008,1,28,1,2135.0,2050,2250.0,2205,WN,972,N487WN,75.0,75.0,62.0,45.0,45.0,SJC,SAN,417,3.0,10.0,0,N,0,0.0,0.0,0.0,0.0,45.0
83380,2008,1,28,1,1158.0,1140,1312.0,1255,WN,1141,N234WN,74.0,75.0,64.0,17.0,18.0,SJC,SAN,417,2.0,8.0,0,N,0,0.0,0.0,0.0,0.0,17.0
83381,2008,1,28,1,1016.0,1010,1135.0,1125,WN,1451,N683SW,79.0,75.0,62.0,10.0,6.0,SJC,SAN,417,7.0,10.0,0,N,0,,,,,
83382,2008,1,28,1,833.0,820,945.0,935,WN,1581,N305SW,72.0,75.0,60.0,10.0,13.0,SJC,SAN,417,3.0,9.0,0,N,0,,,,,
83388,2008,1,28,1,1055.0,1040,1301.0,1250,WN,1617,N224WN,126.0,130.0,111.0,11.0,15.0,SJC,SEA,697,5.0,10.0,0,N,0,,,,,
83390,2008,1,28,1,1811.0,1720,1924.0,1835,WN,555,N287WN,73.0,75.0,58.0,49.0,51.0,SJC,SNA,342,7.0,8.0,0,N,0,0.0,0.0,0.0,0.0,49.0
83391,2008,1,28,1,1648.0,1600,1755.0,1715,WN,629,N437WN,67.0,75.0,55.0,40.0,48.0,SJC,SNA,342,4.0,8.0,0,N,0,1.0,0.0,0.0,0.0,39.0
83392,2008,1,28,1,1357.0,1325,1503.0,1440,WN,1363,N415WN,66.0,75.0,54.0,23.0,32.0,SJC,SNA,342,4.0,8.0,0,N,0,0.0,0.0,3.0,0.0,20.0
83397,2008,1,28,1,1428.0,1135,1600.0,1305,WN,2039,N440LV,92.0,90.0,66.0,175.0,173.0,SLC,ABQ,493,4.0,22.0,0,N,0,0.0,21.0,2.0,0.0,152.0
83398,2008,1,28,1,1724.0,1550,1846.0,1720,WN,3060,N781WN,82.0,90.0,69.0,86.0,94.0,SLC,ABQ,493,5.0,8.0,0,N,0,8.0,0.0,0.0,0.0,78.0
83401,2008,1,28,1,1829.0,1725,1948.0,1830,WN,3072,N265WN,79.0,65.0,48.0,78.0,64.0,SLC,BOI,291,4.0,27.0,0,N,0,5.0,0.0,14.0,0.0,59.0
83402,2008,1,28,1,1443.0,1400,2025.0,2000,WN,1194,N759GS,222.0,240.0,206.0,25.0,43.0,SLC,BWI,1864,3.0,13.0,0,N,0,0.0,2.0,0.0,0.0,23.0
83403,2008,1,28,1,1220.0,1025,1402.0,1155,WN,224,N293,102.0,90.0,52.0,127.0,115.0,SLC,DEN,391,7.0,43.0,0,N,0,0.0,115.0,12.0,0.0,0.0
83405,2008,1,28,1,2123.0,2110,2237.0,2235,WN,1839,N762SW,74.0,85.0,60.0,2.0,13.0,SLC,DEN,391,5.0,9.0,0,N,0,,,,,
83407,2008,1,28,1,1640.0,1510,1749.0,1630,WN,2374,N619SW,69.0,80.0,53.0,79.0,90.0,SLC,DEN,391,6.0,10.0,0,N,0,10.0,0.0,0.0,0.0,69.0
83408,2008,1,28,1,1308.0,1230,1359.0,1315,WN,717,N479WN,111.0,105.0,80.0,44.0,38.0,SLC,GEG,546,4.0,27.0,0,N,0,0.0,9.0,6.0,0.0,29.0
83410,2008,1,28,1,1516.0,1130,1602.0,1150,WN,1233,N382SW,106.0,80.0,69.0,252.0,226.0,SLC,LAS,368,4.0,33.0,0,N,0,17.0,0.0,26.0,0.0,209.0
83411,2008,1,28,1,1643.0,1440,1710.0,1500,WN,1276,N425LV,87.0,80.0,66.0,130.0,123.0,SLC,LAS,368,10.0,11.0,0,N,0,0.0,5.0,7.0,0.0,118.0
83412,2008,1,28,1,2015.0,1940,2034.0,2000,WN,1449,N496WN,79.0,80.0,61.0,34.0,35.0,SLC,LAS,368,7.0,11.0,0,N,0,2.0,0.0,0.0,0.0,32.0
83414,2008,1,28,1,1831.0,1805,1923.0,1820,WN,1642,N368SW,112.0,75.0,60.0,63.0,26.0,SLC,LAS,368,6.0,46.0,0,N,0,0.0,2.0,37.0,0.0,24.0
83415,2008,1,28,1,609.0,600,628.0,620,WN,2384,N206WN,79.0,80.0,62.0,8.0,9.0,SLC,LAS,368,5.0,12.0,0,N,0,,,,,
83416,2008,1,28,1,1715.0,1615,1737.0,1635,WN,3953,N308SA,82.0,80.0,66.0,62.0,60.0,SLC,LAS,368,7.0,9.0,0,N,0,0.0,0.0,2.0,0.0,60.0
83417,2008,1,28,1,1542.0,1430,1646.0,1530,WN,112,N298WN,124.0,120.0,93.0,76.0,72.0,SLC,LAX,590,6.0,25.0,0,N,0,12.0,0.0,4.0,0.0,60.0
83419,2008,1,28,1,1810.0,1735,1850.0,1835,WN,1130,N305SW,100.0,120.0,86.0,15.0,35.0,SLC,LAX,590,5.0,9.0,0,N,0,0.0,0.0,0.0,0.0,15.0
83422,2008,1,28,1,1716.0,1555,2102.0,1955,WN,495,N784SW,166.0,180.0,150.0,67.0,81.0,SLC,MDW,1258,5.0,11.0,0,N,0,0.0,0.0,0.0,0.0,67.0
83423,2008,1,28,1,818.0,745,1202.0,1145,WN,1743,N458WN,164.0,180.0,147.0,17.0,33.0,SLC,MDW,1258,5.0,12.0,0,N,0,3.0,0.0,0.0,0.0,14.0
83424,2008,1,28,1,1216.0,1045,1332.0,1145,WN,409,N333SW,136.0,120.0,100.0,107.0,91.0,SLC,OAK,588,5.0,31.0,0,N,0,0.0,91.0,16.0,0.0,0.0
83427,2008,1,28,1,1742.0,1625,1842.0,1725,WN,3590,N242WN,120.0,120.0,90.0,77.0,77.0,SLC,OAK,588,9.0,21.0,0,N,0,5.0,0.0,0.0,0.0,72.0
83428,2008,1,28,1,2147.0,2130,2249.0,2235,WN,3776,N356SW,122.0,125.0,102.0,14.0,17.0,SLC,OAK,588,4.0,16.0,0,N,0,,,,,
83431,2008,1,28,1,1309.0,1215,1435.0,1320,WN,3861,N404WN,146.0,125.0,93.0,75.0,54.0,SLC,PDX,630,9.0,44.0,0,N,0,0.0,0.0,37.0,0.0,38.0
83432,2008,1,28,1,1527.0,1450,1720.0,1625,WN,407,N740SW,113.0,95.0,78.0,55.0,37.0,SLC,PHX,507,4.0,31.0,0,N,0,14.0,0.0,18.0,0.0,23.0
83435,2008,1,28,1,2127.0,2110,2252.0,2245,WN,1206,N258WN,85.0,95.0,74.0,7.0,17.0,SLC,PHX,507,3.0,8.0,0,N,0,,,,,
83437,2008,1,28,1,1021.0,1015,1224.0,1155,WN,1599,N611SW,123.0,100.0,87.0,29.0,6.0,SLC,PHX,507,6.0,30.0,0,N,0,6.0,0.0,23.0,0.0,0.0
83438,2008,1,28,1,1952.0,1945,2126.0,2125,WN,1612,N342SW,94.0,100.0,76.0,1.0,7.0,SLC,PHX,507,5.0,13.0,0,N,0,,,,,
83439,2008,1,28,1,1817.0,1730,2006.0,1910,WN,2033,N611SW,109.0,100.0,77.0,56.0,47.0,SLC,PHX,507,6.0,26.0,0,N,0,12.0,0.0,9.0,0.0,35.0
83440,2008,1,28,1,1532.0,1350,1557.0,1415,WN,3492,N372SW,85.0,85.0,65.0,102.0,102.0,SLC,RNO,422,2.0,18.0,0,N,0,0.0,0.0,5.0,0.0,97.0
83441,2008,1,28,1,1216.0,1035,1345.0,1150,WN,131,N461WN,149.0,135.0,101.0,115.0,101.0,SLC,SEA,689,7.0,41.0,0,N,0,0.0,95.0,14.0,0.0,6.0
83443,2008,1,28,1,1731.0,1720,1841.0,1830,WN,3166,N752SW,130.0,130.0,111.0,11.0,11.0,SLC,SEA,689,4.0,15.0,0,N,0,,,,,
83444,2008,1,28,1,1707.0,1545,2033.0,1930,WN,1109,N641SW,146.0,165.0,133.0,63.0,82.0,SLC,STL,1156,3.0,10.0,0,N,0,1.0,0.0,0.0,0.0,62.0
83445,2008,1,28,1,1436.0,1150,1828.0,1535,WN,1949,N306SW,172.0,165.0,142.0,173.0,166.0,SLC,STL,1156,4.0,26.0,0,N,0,0.0,15.0,7.0,0.0,151.0
83448,2008,1,28,1,1800.0,1720,1905.0,1830,WN,717,N479WN,65.0,70.0,50.0,35.0,40.0,SMF,BUR,358,4.0,11.0,0,N,0,0.0,0.0,0.0,0.0,35.0
83450,2008,1,28,1,1517.0,1510,1628.0,1620,WN,1315,N406WN,71.0,70.0,53.0,8.0,7.0,SMF,BUR,358,10.0,8.0,0,N,0,,,,,
83451,2008,1,28,1,1944.0,1935,2046.0,2045,WN,1327,N779SW,62.0,70.0,52.0,1.0,9.0,SMF,BUR,358,2.0,8.0,0,N,0,,,,,
83456,2008,1,28,1,1823.0,1810,1926.0,1920,WN,3133,N257WN,63.0,70.0,52.0,6.0,13.0,SMF,BUR,358,4.0,7.0,0,N,0,,,,,
83458,2008,1,28,1,2000.0,1940,2114.0,2100,WN,611,N354SW,74.0,80.0,59.0,14.0,20.0,SMF,LAS,397,7.0,8.0,0,N,0,,,,,
83459,2008,1,28,1,1228.0,1215,1345.0,1330,WN,1463,N272WN,77.0,75.0,59.0,15.0,13.0,SMF,LAS,397,11.0,7.0,0,N,0,3.0,0.0,2.0,0.0,10.0
83462,2008,1,28,1,1427.0,1320,1545.0,1440,WN,2705,N513SW,78.0,80.0,60.0,65.0,67.0,SMF,LAS,397,4.0,14.0,0,N,0,0.0,0.0,0.0,0.0,65.0
83463,2008,1,28,1,2133.0,2115,2244.0,2235,WN,3332,N347SW,71.0,80.0,58.0,9.0,18.0,SMF,LAS,397,4.0,9.0,0,N,0,,,,,
83464,2008,1,28,1,1545.0,1515,1656.0,1630,WN,3768,N433LV,71.0,75.0,58.0,26.0,30.0,SMF,LAS,397,5.0,8.0,0,N,0,0.0,20.0,0.0,0.0,6.0
83465,2008,1,28,1,1353.0,1345,1515.0,1505,WN,284,N423WN,82.0,80.0,57.0,10.0,8.0,SMF,LAX,373,4.0,21.0,0,N,0,,,,,
83470,2008,1,28,1,1800.0,1710,1912.0,1830,WN,1754,N402WN,72.0,80.0,54.0,42.0,50.0,SMF,LAX,373,6.0,12.0,0,N,0,0.0,0.0,0.0,0.0,42.0
83476,2008,1,28,1,1308.0,1245,1850.0,1840,WN,1223,N715SW,222.0,235.0,211.0,10.0,23.0,SMF,MDW,1790,4.0,7.0,0,N,0,,,,,
83478,2008,1,28,1,1747.0,1725,1857.0,1840,WN,285,N679AA,70.0,75.0,59.0,17.0,22.0,SMF,ONT,389,4.0,7.0,0,N,0,17.0,0.0,0.0,0.0,0.0
83487,2008,1,28,1,1215.0,1205,1322.0,1320,WN,3139,N304SW,67.0,75.0,55.0,2.0,10.0,SMF,ONT,389,4.0,8.0,0,N,0,,,,,
83488,2008,1,28,1,2049.0,1925,2155.0,2040,WN,3753,N372SW,66.0,75.0,56.0,75.0,84.0,SMF,ONT,389,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,75.0
83489,2008,1,28,1,1600.0,1525,1706.0,1640,WN,3864,N695SW,66.0,75.0,55.0,26.0,35.0,SMF,ONT,389,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,26.0
83491,2008,1,28,1,1928.0,1900,2059.0,2030,WN,1231,N394SW,91.0,90.0,80.0,29.0,28.0,SMF,PDX,479,4.0,7.0,0,N,0,0.0,0.0,1.0,0.0,28.0
83492,2008,1,28,1,1609.0,1555,1740.0,1725,WN,1337,N622SW,91.0,90.0,78.0,15.0,14.0,SMF,PDX,479,4.0,9.0,0,N,0,2.0,0.0,1.0,0.0,12.0
83494,2008,1,28,1,758.0,620,926.0,755,WN,1602,N720WN,88.0,95.0,78.0,91.0,98.0,SMF,PDX,479,3.0,7.0,0,N,0,91.0,0.0,0.0,0.0,0.0
83499,2008,1,28,1,1856.0,1845,2145.0,2135,WN,1538,N669SW,109.0,110.0,89.0,10.0,11.0,SMF,PHX,647,13.0,7.0,0,N,0,,,,,
83501,2008,1,28,1,1710.0,1640,1955.0,1930,WN,2190,N515SW,105.0,110.0,92.0,25.0,30.0,SMF,PHX,647,6.0,7.0,0,N,0,0.0,0.0,0.0,0.0,25.0
83503,2008,1,28,1,1511.0,1450,1750.0,1735,WN,3045,N411WN,99.0,105.0,87.0,15.0,21.0,SMF,PHX,647,5.0,7.0,0,N,0,5.0,0.0,0.0,0.0,10.0
83504,2008,1,28,1,2123.0,2045,2243.0,2210,WN,729,N287WN,80.0,85.0,65.0,33.0,38.0,SMF,SAN,480,2.0,13.0,0,N,0,0.0,0.0,0.0,0.0,33.0
83506,2008,1,28,1,1459.0,1415,1618.0,1540,WN,1321,N454WN,79.0,85.0,67.0,38.0,44.0,SMF,SAN,480,2.0,10.0,0,N,0,0.0,0.0,0.0,0.0,38.0
83508,2008,1,28,1,1950.0,1810,2107.0,1935,WN,1597,N736SA,77.0,85.0,65.0,92.0,100.0,SMF,SAN,480,2.0,10.0,0,N,0,68.0,0.0,0.0,0.0,24.0
83510,2008,1,28,1,1656.0,1645,1813.0,1810,WN,1604,N438WN,77.0,85.0,68.0,3.0,11.0,SMF,SAN,480,3.0,6.0,0,N,0,,,,,
83511,2008,1,28,1,1506.0,1320,1626.0,1445,WN,1689,N720WN,80.0,85.0,64.0,101.0,106.0,SMF,SAN,480,2.0,14.0,0,N,0,0.0,0.0,0.0,0.0,101.0
83515,2008,1,28,1,1537.0,1530,1654.0,1655,WN,3313,N304SW,77.0,85.0,67.0,-1.0,7.0,SMF,SAN,480,2.0,8.0,0,N,0,,,,,
83516,2008,1,28,1,1237.0,1205,1352.0,1330,WN,3516,N360SW,75.0,85.0,66.0,22.0,32.0,SMF,SAN,480,2.0,7.0,0,N,0,0.0,0.0,0.0,0.0,22.0
83518,2008,1,28,1,1333.0,1315,1528.0,1505,WN,483,N468WN,115.0,110.0,103.0,23.0,18.0,SMF,SEA,605,4.0,8.0,0,N,0,0.0,0.0,5.0,0.0,18.0
83520,2008,1,28,1,1807.0,1750,1953.0,1940,WN,2031,N424WN,106.0,110.0,91.0,13.0,17.0,SMF,SEA,605,6.0,9.0,0,N,0,,,,,
83521,2008,1,28,1,1003.0,950,1159.0,1145,WN,3427,N786SW,116.0,115.0,105.0,14.0,13.0,SMF,SEA,605,3.0,8.0,0,N,0,,,,,
83522,2008,1,28,1,1815.0,1750,1929.0,1910,WN,727,N744SW,74.0,80.0,63.0,19.0,25.0,SMF,SNA,404,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,19.0
83525,2008,1,28,1,1016.0,1000,1133.0,1125,WN,2559,N778SW,77.0,85.0,65.0,8.0,16.0,SMF,SNA,404,5.0,7.0,0,N,0,,,,,
83530,2008,1,28,1,756.0,745,855.0,850,WN,306,N444WN,59.0,65.0,46.0,5.0,11.0,SNA,LAS,226,5.0,8.0,0,N,0,,,,,
83531,2008,1,28,1,1816.0,1745,1923.0,1850,WN,379,N437WN,67.0,65.0,44.0,33.0,31.0,SNA,LAS,226,9.0,14.0,0,N,0,0.0,0.0,2.0,0.0,31.0
83532,2008,1,28,1,1552.0,1505,1654.0,1610,WN,1363,N415WN,62.0,65.0,41.0,44.0,47.0,SNA,LAS,226,7.0,14.0,0,N,0,0.0,0.0,22.0,0.0,22.0
83534,2008,1,28,1,2030.0,2020,2129.0,2125,WN,3501,N703SW,59.0,65.0,40.0,4.0,10.0,SNA,LAS,226,5.0,14.0,0,N,0,,,,,
83536,2008,1,28,1,834.0,825,954.0,950,WN,808,N700GS,80.0,85.0,66.0,4.0,9.0,SNA,OAK,371,5.0,9.0,0,N,0,,,,,
83537,2008,1,28,1,1947.0,1940,2110.0,2100,WN,814,N744SW,83.0,80.0,66.0,10.0,7.0,SNA,OAK,371,6.0,11.0,0,N,0,,,,,
83538,2008,1,28,1,1655.0,1640,1825.0,1805,WN,1281,N773SA,90.0,85.0,69.0,20.0,15.0,SNA,OAK,371,5.0,16.0,0,N,0,0.0,0.0,5.0,0.0,15.0
83539,2008,1,28,1,721.0,715,843.0,840,WN,1358,N288WN,82.0,85.0,66.0,3.0,6.0,SNA,OAK,371,5.0,11.0,0,N,0,,,,,
83541,2008,1,28,1,1859.0,1835,2015.0,1955,WN,1828,N421LV,76.0,80.0,65.0,20.0,24.0,SNA,OAK,371,4.0,7.0,0,N,0,0.0,0.0,0.0,0.0,20.0
83543,2008,1,28,1,2131.0,2125,2248.0,2245,WN,3858,N738CB,77.0,80.0,67.0,3.0,6.0,SNA,OAK,371,5.0,5.0,0,N,0,,,,,
83548,2008,1,28,1,1652.0,1635,1856.0,1845,WN,1865,N701GS,64.0,70.0,51.0,11.0,17.0,SNA,PHX,338,3.0,10.0,0,N,0,,,,,
83549,2008,1,28,1,1116.0,1110,1323.0,1320,WN,2973,N781WN,67.0,70.0,51.0,3.0,6.0,SNA,PHX,338,8.0,8.0,0,N,0,,,,,
83555,2008,1,28,1,800.0,750,915.0,905,WN,1261,N756SA,75.0,75.0,62.0,10.0,10.0,SNA,SJC,342,3.0,10.0,0,N,0,,,,,
83556,2008,1,28,1,1656.0,1610,1807.0,1725,WN,1533,N790SW,71.0,75.0,60.0,42.0,46.0,SNA,SJC,342,2.0,9.0,0,N,0,0.0,0.0,0.0,0.0,42.0
83560,2008,1,28,1,1945.0,1900,2106.0,2025,WN,642,N287WN,81.0,85.0,69.0,41.0,45.0,SNA,SMF,404,4.0,8.0,0,N,0,0.0,0.0,0.0,0.0,41.0
83568,2008,1,28,1,1714.0,1705,1826.0,1820,WN,1579,N654SW,72.0,75.0,61.0,6.0,9.0,STL,BHM,410,3.0,8.0,0,N,0,,,,,
83576,2008,1,28,1,1650.0,1610,1859.0,1825,WN,1525,N449WN,69.0,75.0,56.0,34.0,40.0,STL,CMH,410,4.0,9.0,0,N,0,2.0,0.0,0.0,0.0,32.0
83577,2008,1,28,1,848.0,835,1100.0,1050,WN,2387,N487WN,72.0,75.0,60.0,10.0,13.0,STL,CMH,410,3.0,9.0,0,N,0,,,,,
83580,2008,1,28,1,2124.0,2110,2312.0,2255,WN,1378,N717SA,108.0,105.0,97.0,17.0,14.0,STL,DAL,546,3.0,8.0,0,N,0,0.0,0.0,3.0,0.0,14.0
83583,2008,1,28,1,2032.0,1940,2218.0,2125,WN,1621,N783SW,106.0,105.0,94.0,53.0,52.0,STL,DAL,546,4.0,8.0,0,N,0,0.0,0.0,1.0,0.0,52.0
83587,2008,1,28,1,1417.0,1410,1638.0,1640,WN,1487,N644SW,81.0,90.0,64.0,-2.0,7.0,STL,DTW,440,5.0,12.0,0,N,0,,,,,
83596,2008,1,28,1,815.0,800,1015.0,940,WN,2616,N330SW,240.0,220.0,223.0,35.0,15.0,STL,LAS,1372,5.0,12.0,0,N,0,13.0,0.0,20.0,0.0,2.0
83597,2008,1,28,1,1458.0,1450,1751.0,1700,WN,1113,N673AA,293.0,250.0,272.0,51.0,8.0,STL,LAX,1593,6.0,15.0,0,N,0,7.0,0.0,43.0,0.0,1.0
83603,2008,1,28,1,948.0,940,1051.0,1040,WN,1951,N624SW,63.0,60.0,48.0,11.0,8.0,STL,MCI,237,7.0,8.0,0,N,0,,,,,
83607,2008,1,28,1,2052.0,1955,2356.0,2310,WN,1109,N641SW,124.0,135.0,111.0,46.0,57.0,STL,MCO,880,4.0,9.0,0,N,0,0.0,0.0,0.0,0.0,46.0
83609,2008,1,28,1,1852.0,1555,2201.0,1910,WN,1949,N306SW,129.0,135.0,114.0,171.0,177.0,STL,MCO,880,4.0,11.0,0,N,0,4.0,0.0,0.0,0.0,167.0
83613,2008,1,28,1,1231.0,1225,1331.0,1325,WN,1330,N652SW,60.0,60.0,48.0,6.0,6.0,STL,MDW,251,4.0,8.0,0,N,0,,,,,
83614,2008,1,28,1,1756.0,1750,1856.0,1850,WN,1344,N407WN,60.0,60.0,43.0,6.0,6.0,STL,MDW,251,7.0,10.0,0,N,0,,,,,
